venue_id,venue_name,issue_type,severity,field,current_value,suggested_fix,notes
243,Eastern Margins,Blurb,IMPORTANT,blurb,Record label and events collective celebrating alt...,Expand or condense to 50-120 words,Only 22 words (need 50-120)
244,Tech Couture LDN,Moods,IMPORTANT,moods,"['Big Night Out', 'Playful & Weird', 'Wild Becoming']",Review against approved mood list,Unapproved moods: Wild Becoming
244,Tech Couture LDN,Blurb,IMPORTANT,blurb,Colourful techno party bringing self-expression an...,Expand or condense to 50-120 words,Only 21 words (need 50-120)
245,Opia,Moods,IMPORTANT,moods,"['Cabaret & Glitter', 'Wild Becoming', 'Playful & Weird']",Review against approved mood list,Unapproved moods: Wild Becoming
245,Opia,Blurb,IMPORTANT,blurb,"Club night-turned cultural movement where glamour,...",Expand or condense to 50-120 words,Only 19 words (need 50-120)
246,Queer House Party,Blurb,IMPORTANT,blurb,DIY collective merging safer accessible spaces wit...,Expand or condense to 50-120 words,Only 21 words (need 50-120)
247,Ceilidh Liberation Front,Blurb,IMPORTANT,blurb,The Nest Collective transforms traditional ceilidh...,Expand or condense to 50-120 words,Only 19 words (need 50-120)
248,Bootylicious,Blurb,IMPORTANT,blurb,"Long-running LGBTQ+ club night serving Amapiano, D...",Expand or condense to 50-120 words,Only 23 words (need 50-120)
249,Slimelight,Moods,IMPORTANT,moods,"['Witchy & Wild', 'Big Night Out', 'Rebellious']",Review against approved mood list,Unapproved moods: Rebellious
249,Slimelight,Blurb,IMPORTANT,blurb,World-renowned dark scene club with three floors: ...,Expand or condense to 50-120 words,Only 21 words (need 50-120)
250,Dark Scene London,Blurb,IMPORTANT,blurb,Summer soiree bringing together the dark music com...,Expand or condense to 50-120 words,Only 20 words (need 50-120)
251,Sanura Dance,Blurb,IMPORTANT,blurb,Queer-run dance school where FLINTA and LGBTQ+ peo...,Expand or condense to 50-120 words,Only 26 words (need 50-120)
252,DTMF! (Don't Touch My Fro!),Blurb,IMPORTANT,blurb,Underground collective playing afro-centric forwar...,Expand or condense to 50-120 words,Only 20 words (need 50-120)
253,Boudica,Moods,IMPORTANT,moods,"['Queer Revelry', 'Punchy / Protest', 'Wild Becoming']",Review against approved mood list,Unapproved moods: Wild Becoming
253,Boudica,Blurb,IMPORTANT,blurb,"Queer-led platform blending dark techno, acid, and...",Expand or condense to 50-120 words,Only 20 words (need 50-120)
254,Playbody Warehouse,Moods,IMPORTANT,moods,"['Curious Encounters', 'Community', 'Playful & Weird']",Review against approved mood list,Unapproved moods: Community
254,Playbody Warehouse,Blurb,IMPORTANT,blurb,Creative collective transforms warehouse into imme...,Expand or condense to 50-120 words,Only 19 words (need 50-120)
255,Pink Singers,Genres,IMPORTANT,genres,"['LGBT+ community choir', 'choral concerts']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
256,London Sacred Harp,Genres,IMPORTANT,genres,"['Sacred Harp singing', 'shape-note communal singing']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
257,Chickenshed Community Choir,Genres,IMPORTANT,genres,"['community choir', 'inclusive singing workshops']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
259,Heart Song Collective CIC,Genres,IMPORTANT,genres,"['singing for wellbeing', 'queer-led choir circle']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
260,F*Choir,Genres,IMPORTANT,genres,"['all-genders community choir', 'queer liberation choir']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
261,Sing For Freedom Choir,Genres,IMPORTANT,genres,"['community choir', 'refugee and allies choir']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
262,London City Voices,Genres,IMPORTANT,genres,"['non-audition community choir', 'pop and rock repertoire']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
263,Healing Choir,Genres,IMPORTANT,genres,"['community arts choir', 'wellbeing-focused vocal circle']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
264,Outer Circle Voice Circle,Genres,IMPORTANT,genres,"['experimental vocal workshop', 'women and non-binary circle']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
265,Catford Community Choir,Genres,IMPORTANT,genres,"['local community choir', 'library-based singing group']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
269,Freshly Squeezed Scratch Night,Genres,IMPORTANT,genres,"['scripted new writing', 'community arts scratch night']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
271,Freelance Royalty Scratch Nights,Genres,IMPORTANT,genres,"['informal scratch night', 'freelancer-focused platform']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
272,Belly Scratch,Genres,IMPORTANT,genres,"['theatre scratch night', 'cabaret-style new work']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
290,Bonnington Centre Death Café,Genres,IMPORTANT,genres,"['death café', 'community gathering']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
291,Rosslyn Hill Unitarian Chapel – Hampstead Death Café,Genres,IMPORTANT,genres,"['death café', 'spiritual conversation']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
293,Release: Boxing Through Grief – London Community Boxing,Genres,IMPORTANT,genres,"['boxing & movement', 'grief programme']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
294,Grief Rave & Grief Moves – The Fandangoe Discoteca x The Loss Project,Moods,IMPORTANT,moods,"['Grief & Grace', 'Ecstatic', 'Playful & Weird']",Review against approved mood list,Unapproved moods: Ecstatic
295,"Galleria Objets – ""Your Grief Belongs To You, And Can Be So So Pretty""",Genres,IMPORTANT,genres,"['contemporary art', 'grief-themed exhibition']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
25,BookBar,URL,MINOR,url,bookbaruk.com/events,https://bookbaruk.com/events,URL missing http:// or https://
36,Chats Palace,URL,MINOR,url,chatspalace.com,https://chatspalace.com,URL missing http:// or https://
40,CLF Art Lounge & Pop-Up,URL,MINOR,url,clfartlounge.com/event‑list,https://clfartlounge.com/event‑list,URL missing http:// or https://
47,Cubitt Artists,URL,MINOR,url,cubittartists.org.uk,https://cubittartists.org.uk,URL missing http:// or https://
156,Southwark Park Galleries (Lake Gallery & Dilston Gallery),URL,MINOR,url,southwarkparkgalleries.org,https://southwarkparkgalleries.org,URL missing http:// or https://
171,The Bill Murray (Angel Comedy),URL,MINOR,url,angelcomedy.co.uk/bill‑murray,https://angelcomedy.co.uk/bill‑murray,URL missing http:// or https://
172,The Camden Club,URL,MINOR,url,thecamdenclub.co.uk/whats‑on/open‑music‑jam,https://thecamdenclub.co.uk/whats‑on/open‑music‑jam,URL missing http:// or https://
188,The Others,URL,MINOR,url,theothers.uk.com,https://theothers.uk.com,URL missing http:// or https://
209,Vortex Jazz Club,URL,MINOR,url,vortexjazz.co.uk,https://vortexjazz.co.uk,URL missing http:// or https://
